# r_kpc   Phi_(km/s)^2   g_(km/s)^2/kpc
1.60103621e+02 -2.37930240e+06 1.53525283e+04
1.60524445e+02 -2.37285861e+06 1.52721388e+04
1.60946375e+02 -2.36643171e+06 1.51921702e+04
1.61369414e+02 -2.36002166e+06 1.51126204e+04
1.61793565e+02 -2.35362841e+06 1.50334871e+04
1.62218830e+02 -2.34725192e+06 1.49547682e+04
1.62645214e+02 -2.34089215e+06 1.48764615e+04
1.63072718e+02 -2.33454905e+06 1.47985648e+04
1.63501346e+02 -2.32822258e+06 1.47210760e+04
1.63931100e+02 -2.32191270e+06 1.46439930e+04
1.64361984e+02 -2.31561935e+06 1.45673135e+04
1.64794001e+02 -2.30934251e+06 1.44910356e+04
1.65227153e+02 -2.30308212e+06 1.44151571e+04
1.65661444e+02 -2.29683814e+06 1.43396759e+04
1.66096876e+02 -2.29061053e+06 1.42645900e+04
1.66533452e+02 -2.28439925e+06 1.41898972e+04
1.66971177e+02 -2.27820425e+06 1.41155955e+04
1.67410051e+02 -2.27202549e+06 1.40416829e+04
1.67850080e+02 -2.26586293e+06 1.39681573e+04
1.68291264e+02 -2.25971653e+06 1.38950167e+04
1.68733609e+02 -2.25358623e+06 1.38222591e+04
1.69177116e+02 -2.24747201e+06 1.37498825e+04
1.69621789e+02 -2.24137382e+06 1.36778848e+04
1.70067631e+02 -2.23529161e+06 1.36062642e+04
1.70514644e+02 -2.22922535e+06 1.35350185e+04
1.70962833e+02 -2.22317500e+06 1.34641459e+04
1.71412199e+02 -2.21714050e+06 1.33936445e+04
1.71862747e+02 -2.21112182e+06 1.33235122e+04
1.72314479e+02 -2.20511892e+06 1.32537471e+04
1.72767398e+02 -2.19913176e+06 1.31843473e+04
1.73221508e+02 -2.19316030e+06 1.31153109e+04
1.73676812e+02 -2.18720448e+06 1.30466361e+04
1.74133312e+02 -2.18126429e+06 1.29783208e+04
1.74591012e+02 -2.17533966e+06 1.29103632e+04
1.75049915e+02 -2.16943057e+06 1.28427615e+04
1.75510024e+02 -2.16353696e+06 1.27755137e+04
1.75971343e+02 -2.15765881e+06 1.27086181e+04
1.76433874e+02 -2.15179607e+06 1.26420727e+04
1.76897621e+02 -2.14594870e+06 1.25758758e+04
1.77362587e+02 -2.14011665e+06 1.25100256e+04
1.77828775e+02 -2.13429990e+06 1.24445201e+04
1.78296188e+02 -2.12849839e+06 1.23793576e+04
1.78764830e+02 -2.12271210e+06 1.23145364e+04
1.79234703e+02 -2.11694097e+06 1.22500545e+04
1.79705812e+02 -2.11118497e+06 1.21859103e+04
1.80178159e+02 -2.10544406e+06 1.21221020e+04
1.80651748e+02 -2.09971820e+06 1.20586278e+04
1.81126581e+02 -2.09400736e+06 1.19954860e+04
1.81602663e+02 -2.08831148e+06 1.19326747e+04
1.82079995e+02 -2.08263053e+06 1.18701924e+04
1.82558583e+02 -2.07696448e+06 1.18080373e+04
1.83038428e+02 -2.07131329e+06 1.17462076e+04
1.83519535e+02 -2.06567690e+06 1.16847017e+04
1.84001906e+02 -2.06005530e+06 1.16235178e+04
1.84485545e+02 -2.05444843e+06 1.15626543e+04
1.84970455e+02 -2.04885626e+06 1.15021095e+04
1.85456640e+02 -2.04327875e+06 1.14418817e+04
1.85944103e+02 -2.03771586e+06 1.13819693e+04
1.86432847e+02 -2.03216755e+06 1.13223706e+04
1.86922876e+02 -2.02663379e+06 1.12630840e+04
1.87414192e+02 -2.02111454e+06 1.12041078e+04
1.87906800e+02 -2.01560975e+06 1.11454404e+04
1.88400703e+02 -2.01011940e+06 1.10870802e+04
1.88895904e+02 -2.00464344e+06 1.10290256e+04
1.89392407e+02 -1.99918184e+06 1.09712750e+04
1.89890215e+02 -1.99373455e+06 1.09138268e+04
1.90389331e+02 -1.98830154e+06 1.08566795e+04
1.90889759e+02 -1.98288278e+06 1.07998313e+04
1.91391502e+02 -1.97747822e+06 1.07432808e+04
1.91894565e+02 -1.97208784e+06 1.06870264e+04
1.92398949e+02 -1.96671158e+06 1.06310666e+04
1.92904659e+02 -1.96134941e+06 1.05753998e+04
1.93411699e+02 -1.95600131e+06 1.05200245e+04
1.93920071e+02 -1.95066722e+06 1.04649392e+04
1.94429780e+02 -1.94534712e+06 1.04101423e+04
1.94940828e+02 -1.94004096e+06 1.03556323e+04
1.95453219e+02 -1.93474872e+06 1.03014078e+04
1.95966957e+02 -1.92947035e+06 1.02474671e+04
1.96482046e+02 -1.92420581e+06 1.01938090e+04
1.96998488e+02 -1.91895508e+06 1.01404318e+04
1.97516288e+02 -1.91371811e+06 1.00873340e+04
1.98035449e+02 -1.90849487e+06 1.00345144e+04
1.98555975e+02 -1.90328533e+06 9.98197127e+03
1.99077868e+02 -1.89808944e+06 9.92970329e+03
1.99601134e+02 -1.89290717e+06 9.87770901e+03
2.00125775e+02 -1.88773849e+06 9.82598698e+03
2.00651794e+02 -1.88258336e+06 9.77453577e+03
2.01179197e+02 -1.87744174e+06 9.72335398e+03
2.01707985e+02 -1.87231361e+06 9.67244019e+03
2.02238164e+02 -1.86719891e+06 9.62179300e+03
2.02769736e+02 -1.86209763e+06 9.57141100e+03
2.03302705e+02 -1.85700971e+06 9.52129282e+03
2.03837076e+02 -1.85193514e+06 9.47143707e+03
2.04372850e+02 -1.84687387e+06 9.42184238e+03
2.04910033e+02 -1.84182587e+06 9.37250737e+03
2.05448628e+02 -1.83679110e+06 9.32343070e+03
2.05988639e+02 -1.83176953e+06 9.27461100e+03
2.06530069e+02 -1.82676112e+06 9.22604693e+03
2.07072922e+02 -1.82176584e+06 9.17773716e+03
2.07617202e+02 -1.81678366e+06 9.12968035e+03
2.08162913e+02 -1.81181454e+06 9.08187517e+03
2.08710058e+02 -1.80685845e+06 9.03432032e+03
2.09258641e+02 -1.80191535e+06 8.98701447e+03
2.09808666e+02 -1.79698521e+06 8.93995633e+03
2.10360137e+02 -1.79206799e+06 8.89314459e+03
2.10913057e+02 -1.78716367e+06 8.84657798e+03
2.11467430e+02 -1.78227220e+06 8.80025519e+03
2.12023261e+02 -1.77739355e+06 8.75417497e+03
2.12580553e+02 -1.77252770e+06 8.70833603e+03
2.13139309e+02 -1.76767460e+06 8.66273711e+03
2.13699534e+02 -1.76283422e+06 8.61737696e+03
2.14261232e+02 -1.75800653e+06 8.57225433e+03
2.14824406e+02 -1.75319150e+06 8.52736797e+03
2.15389061e+02 -1.74838909e+06 8.48271665e+03
2.15955199e+02 -1.74359927e+06 8.43829913e+03
2.16522826e+02 -1.73882201e+06 8.39411419e+03
2.17091944e+02 -1.73405727e+06 8.35016061e+03
2.17662559e+02 -1.72930502e+06 8.30643719e+03
2.18234673e+02 -1.72456523e+06 8.26294271e+03
2.18808291e+02 -1.71983787e+06 8.21967598e+03
2.19383417e+02 -1.71512290e+06 8.17663581e+03
2.19960054e+02 -1.71042029e+06 8.13382100e+03
2.20538207e+02 -1.70573001e+06 8.09123038e+03
2.21117880e+02 -1.70105202e+06 8.04886278e+03
2.21699077e+02 -1.69638630e+06 8.00671702e+03
2.22281801e+02 -1.69173281e+06 7.96479195e+03
2.22866056e+02 -1.68709151e+06 7.92308641e+03
2.23451848e+02 -1.68246239e+06 7.88159925e+03
2.24039179e+02 -1.67784540e+06 7.84032932e+03
2.24628054e+02 -1.67324051e+06 7.79927550e+03
2.25218476e+02 -1.66864770e+06 7.75843664e+03
2.25810451e+02 -1.66406693e+06 7.71781162e+03
2.26403982e+02 -1.65949816e+06 7.67739933e+03
2.26999072e+02 -1.65494138e+06 7.63719865e+03
2.27595727e+02 -1.65039654e+06 7.59720846e+03
2.28193950e+02 -1.64586361e+06 7.55742767e+03
2.28793746e+02 -1.64134257e+06 7.51785519e+03
2.29395118e+02 -1.63683338e+06 7.47848991e+03
2.29998070e+02 -1.63233601e+06 7.43933077e+03
2.30602608e+02 -1.62785043e+06 7.40037666e+03
2.31208734e+02 -1.62337660e+06 7.36162653e+03
2.31816454e+02 -1.61891451e+06 7.32307931e+03
2.32425771e+02 -1.61446412e+06 7.28473393e+03
2.33036690e+02 -1.61002539e+06 7.24658933e+03
2.33649214e+02 -1.60559830e+06 7.20864447e+03
2.34263348e+02 -1.60118281e+06 7.17089830e+03
2.34879097e+02 -1.59677890e+06 7.13334977e+03
2.35496464e+02 -1.59238654e+06 7.09599786e+03
2.36115454e+02 -1.58800569e+06 7.05884153e+03
2.36736070e+02 -1.58363632e+06 7.02187976e+03
2.37358318e+02 -1.57927841e+06 6.98511153e+03
2.37982202e+02 -1.57493193e+06 6.94853583e+03
2.38607725e+02 -1.57059683e+06 6.91215165e+03
2.39234893e+02 -1.56627311e+06 6.87595798e+03
2.39863709e+02 -1.56196071e+06 6.83995384e+03
2.40494177e+02 -1.55765963e+06 6.80413821e+03
2.41126303e+02 -1.55336981e+06 6.76851013e+03
2.41760091e+02 -1.54909125e+06 6.73306861e+03
2.42395544e+02 -1.54482390e+06 6.69781266e+03
2.43032668e+02 -1.54056774e+06 6.66274133e+03
2.43671466e+02 -1.53632273e+06 6.62785363e+03
2.44311943e+02 -1.53208886e+06 6.59314862e+03
2.44954104e+02 -1.52786608e+06 6.55862533e+03
2.45597953e+02 -1.52365437e+06 6.52428281e+03
2.46243494e+02 -1.51945371e+06 6.49012012e+03
2.46890731e+02 -1.51526406e+06 6.45613631e+03
2.47539670e+02 -1.51108539e+06 6.42233045e+03
2.48190315e+02 -1.50691767e+06 6.38870160e+03
2.48842670e+02 -1.50276088e+06 6.35524884e+03
2.49496739e+02 -1.49861499e+06 6.32197125e+03
2.50152528e+02 -1.49447997e+06 6.28886791e+03
2.50810041e+02 -1.49035579e+06 6.25593791e+03
2.51469281e+02 -1.48624242e+06 6.22318033e+03
2.52130255e+02 -1.48213983e+06 6.19059428e+03
2.52792965e+02 -1.47804800e+06 6.15817886e+03
2.53457418e+02 -1.47396689e+06 6.12593318e+03
2.54123617e+02 -1.46989648e+06 6.09385634e+03
2.54791567e+02 -1.46583675e+06 6.06194746e+03
2.55461273e+02 -1.46178765e+06 6.03020567e+03
2.56132739e+02 -1.45774918e+06 5.99863008e+03
2.56805970e+02 -1.45372129e+06 5.96721983e+03
2.57480971e+02 -1.44970395e+06 5.93597405e+03
2.58157746e+02 -1.44569715e+06 5.90489188e+03
2.58836300e+02 -1.44170086e+06 5.87397247e+03
2.59516637e+02 -1.43771504e+06 5.84321496e+03
2.60198762e+02 -1.43373967e+06 5.81261850e+03
2.60882681e+02 -1.42977472e+06 5.78218225e+03
2.61568397e+02 -1.42582016e+06 5.75190537e+03
2.62255915e+02 -1.42187598e+06 5.72178703e+03
2.62945241e+02 -1.41794213e+06 5.69182640e+03
2.63636378e+02 -1.41401860e+06 5.66202265e+03
2.64329332e+02 -1.41010535e+06 5.63237495e+03
2.65024107e+02 -1.40620236e+06 5.60288250e+03
2.65720709e+02 -1.40230960e+06 5.57354448e+03
2.66419141e+02 -1.39842705e+06 5.54436008e+03
2.67119410e+02 -1.39455467e+06 5.51532850e+03
2.67821519e+02 -1.39069245e+06 5.48644893e+03
2.68525473e+02 -1.38684035e+06 5.45772058e+03
2.69231278e+02 -1.38299835e+06 5.42914266e+03
2.69938938e+02 -1.37916642e+06 5.40071439e+03
2.70648458e+02 -1.37534454e+06 5.37243496e+03
2.71359842e+02 -1.37153268e+06 5.34430362e+03
2.72073097e+02 -1.36773081e+06 5.31631958e+03
2.72788227e+02 -1.36393890e+06 5.28848207e+03
2.73505236e+02 -1.36015694e+06 5.26079033e+03
2.74224129e+02 -1.35638489e+06 5.23324358e+03
2.74944913e+02 -1.35262274e+06 5.20584108e+03
2.75667591e+02 -1.34887044e+06 5.17858206e+03
2.76392168e+02 -1.34512798e+06 5.15146578e+03
2.77118650e+02 -1.34139533e+06 5.12449148e+03
2.77847041e+02 -1.33767247e+06 5.09765843e+03
2.78577347e+02 -1.33395936e+06 5.07096588e+03
2.79309573e+02 -1.33025600e+06 5.04441310e+03
2.80043723e+02 -1.32656233e+06 5.01799936e+03
2.80779803e+02 -1.32287836e+06 4.99172393e+03
2.81517817e+02 -1.31920404e+06 4.96558608e+03
2.82257772e+02 -1.31553935e+06 4.93958509e+03
2.82999671e+02 -1.31188427e+06 4.91372025e+03
2.83743520e+02 -1.30823877e+06 4.88799085e+03
2.84489325e+02 -1.30460283e+06 4.86239617e+03
2.85237090e+02 -1.30097642e+06 4.83693551e+03
2.85986820e+02 -1.29735952e+06 4.81160817e+03
2.86738521e+02 -1.29375210e+06 4.78641345e+03
2.87492198e+02 -1.29015413e+06 4.76135066e+03
2.88247855e+02 -1.28656560e+06 4.73641910e+03
2.89005499e+02 -1.28298648e+06 4.71161809e+03
2.89765135e+02 -1.27941674e+06 4.68694694e+03
2.90526767e+02 -1.27585635e+06 4.66240497e+03
2.91290400e+02 -1.27230530e+06 4.63799152e+03
2.92056042e+02 -1.26876356e+06 4.61370589e+03
2.92823695e+02 -1.26523111e+06 4.58954744e+03
2.93593366e+02 -1.26170792e+06 4.56551548e+03
2.94365061e+02 -1.25819396e+06 4.54160936e+03
2.95138783e+02 -1.25468921e+06 4.51782842e+03
2.95914540e+02 -1.25119365e+06 4.49417200e+03
2.96692335e+02 -1.24770726e+06 4.47063945e+03
2.97472175e+02 -1.24423000e+06 4.44723012e+03
2.98254064e+02 -1.24076186e+06 4.42394337e+03
2.99038009e+02 -1.23730282e+06 4.40077856e+03
2.99824014e+02 -1.23385284e+06 4.37773504e+03
3.00612086e+02 -1.23041190e+06 4.35481218e+03
3.01402228e+02 -1.22697999e+06 4.33200935e+03
3.02194448e+02 -1.22355707e+06 4.30932593e+03
3.02988750e+02 -1.22014313e+06 4.28676128e+03
3.03785139e+02 -1.21673814e+06 4.26431478e+03
3.04583622e+02 -1.21334207e+06 4.24198582e+03
3.05384204e+02 -1.20995490e+06 4.21977378e+03
3.06186889e+02 -1.20657662e+06 4.19767804e+03
3.06991685e+02 -1.20320719e+06 4.17569801e+03
3.07798596e+02 -1.19984659e+06 4.15383306e+03
3.08607628e+02 -1.19649481e+06 4.13208261e+03
3.09418787e+02 -1.19315181e+06 4.11044605e+03
3.10232077e+02 -1.18981758e+06 4.08892278e+03
3.11047505e+02 -1.18649208e+06 4.06751221e+03
3.11865077e+02 -1.18317531e+06 4.04621376e+03
3.12684798e+02 -1.17986723e+06 4.02502682e+03
3.13506673e+02 -1.17656782e+06 4.00395083e+03
3.14330708e+02 -1.17327706e+06 3.98298520e+03
3.15156909e+02 -1.16999493e+06 3.96212934e+03
3.15985282e+02 -1.16672140e+06 3.94138270e+03
3.16815832e+02 -1.16345645e+06 3.92074468e+03
3.17648566e+02 -1.16020007e+06 3.90021474e+03
3.18483488e+02 -1.15695222e+06 3.87979229e+03
3.19320605e+02 -1.15371288e+06 3.85947678e+03
3.20159922e+02 -1.15048204e+06 3.83926765e+03
3.21001445e+02 -1.14725966e+06 3.81916433e+03
3.21845180e+02 -1.14404574e+06 3.79916628e+03
3.22691132e+02 -1.14084024e+06 3.77927295e+03
3.23539308e+02 -1.13764314e+06 3.75948378e+03
3.24389714e+02 -1.13445442e+06 3.73979824e+03
3.25242355e+02 -1.13127407e+06 3.72021577e+03
3.26097237e+02 -1.12810205e+06 3.70073584e+03
3.26954366e+02 -1.12493835e+06 3.68135791e+03
3.27813748e+02 -1.12178294e+06 3.66208145e+03
3.28675388e+02 -1.11863580e+06 3.64290593e+03
3.29539294e+02 -1.11549691e+06 3.62383081e+03
3.30405470e+02 -1.11236625e+06 3.60485557e+03
3.31273923e+02 -1.10924380e+06 3.58597970e+03
3.32144659e+02 -1.10612954e+06 3.56720266e+03
3.33017683e+02 -1.10302344e+06 3.54852394e+03
3.33893002e+02 -1.09992548e+06 3.52994303e+03
3.34770622e+02 -1.09683564e+06 3.51145942e+03
3.35650548e+02 -1.09375390e+06 3.49307258e+03
3.36532788e+02 -1.09068025e+06 3.47478203e+03
3.37417346e+02 -1.08761465e+06 3.45658725e+03
3.38304229e+02 -1.08455708e+06 3.43848774e+03
3.39193444e+02 -1.08150754e+06 3.42048301e+03
3.40084995e+02 -1.07846598e+06 3.40257255e+03
3.40978890e+02 -1.07543240e+06 3.38475588e+03
3.41875135e+02 -1.07240678e+06 3.36703249e+03
3.42773735e+02 -1.06938908e+06 3.34940192e+03
3.43674697e+02 -1.06637930e+06 3.33186366e+03
3.44578028e+02 -1.06337740e+06 3.31441723e+03
3.45483733e+02 -1.06038338e+06 3.29706216e+03
3.46391818e+02 -1.05739720e+06 3.27979796e+03
3.47302290e+02 -1.05441886e+06 3.26262417e+03
3.48215155e+02 -1.05144832e+06 3.24554029e+03
3.49130420e+02 -1.04848557e+06 3.22854588e+03
3.50048091e+02 -1.04553058e+06 3.21164045e+03
3.50968173e+02 -1.04258335e+06 3.19482354e+03
3.51890674e+02 -1.03964383e+06 3.17809469e+03
3.52815600e+02 -1.03671203e+06 3.16145344e+03
3.53742956e+02 -1.03378791e+06 3.14489932e+03
3.54672751e+02 -1.03087146e+06 3.12843188e+03
3.55604989e+02 -1.02796265e+06 3.11205068e+03
3.56539677e+02 -1.02506147e+06 3.09575524e+03
3.57476823e+02 -1.02216789e+06 3.07954514e+03
3.58416431e+02 -1.01928190e+06 3.06341991e+03
3.59358509e+02 -1.01640347e+06 3.04737912e+03
3.60303064e+02 -1.01353259e+06 3.03142232e+03
3.61250101e+02 -1.01066924e+06 3.01554908e+03
3.62199627e+02 -1.00781339e+06 2.99975895e+03
3.63151649e+02 -1.00496503e+06 2.98405151e+03
3.64106174e+02 -1.00212414e+06 2.96842631e+03
3.65063207e+02 -9.99290694e+05 2.95288293e+03
3.66022756e+02 -9.96464676e+05 2.93742094e+03
3.66984827e+02 -9.93646067e+05 2.92203991e+03
3.67949427e+02 -9.90834848e+05 2.90673942e+03
3.68916562e+02 -9.88030998e+05 2.89151904e+03
3.69886240e+02 -9.85234498e+05 2.87637837e+03
3.70858466e+02 -9.82445330e+05 2.86131697e+03
3.71833247e+02 -9.79663474e+05 2.84633444e+03
3.72810591e+02 -9.76888910e+05 2.83143036e+03
3.73790503e+02 -9.74121620e+05 2.81660432e+03
3.74772991e+02 -9.71361585e+05 2.80185592e+03
3.75758062e+02 -9.68608785e+05 2.78718474e+03
3.76745722e+02 -9.65863202e+05 2.77259038e+03
3.77735977e+02 -9.63124817e+05 2.75807245e+03
3.78728836e+02 -9.60393610e+05 2.74363053e+03
3.79724304e+02 -9.57669563e+05 2.72926423e+03
3.80722389e+02 -9.54952658e+05 2.71497316e+03
3.81723097e+02 -9.52242875e+05 2.70075692e+03
3.82726436e+02 -9.49540196e+05 2.68661512e+03
3.83732412e+02 -9.46844602e+05 2.67254737e+03
3.84741032e+02 -9.44156075e+05 2.65855328e+03
3.85752303e+02 -9.41474596e+05 2.64463247e+03
3.86766232e+02 -9.38800147e+05 2.63078455e+03
3.87782826e+02 -9.36132709e+05 2.61700914e+03
3.88802092e+02 -9.33472263e+05 2.60330586e+03
3.89824037e+02 -9.30818792e+05 2.58967434e+03
3.90848669e+02 -9.28172278e+05 2.57611420e+03
3.91875994e+02 -9.25532701e+05 2.56262505e+03
3.92906018e+02 -9.22900044e+05 2.54920654e+03
3.93938751e+02 -9.20274289e+05 2.53585830e+03
3.94974197e+02 -9.17655417e+05 2.52257995e+03
3.96012366e+02 -9.15043411e+05 2.50937112e+03
3.97053263e+02 -9.12438252e+05 2.49623146e+03
3.98096896e+02 -9.09839923e+05 2.48316061e+03
3.99143272e+02 -9.07248406e+05 2.47015819e+03
4.00192399e+02 -9.04663682e+05 2.45722386e+03
4.01244283e+02 -9.02085735e+05 2.44435726e+03
4.02298932e+02 -8.99514545e+05 2.43155803e+03
4.03356353e+02 -8.96950096e+05 2.41882582e+03
4.04416553e+02 -8.94392370e+05 2.40616028e+03
4.05479540e+02 -8.91841349e+05 2.39356106e+03
4.06545321e+02 -8.89297016e+05 2.38102781e+03
4.07613904e+02 -8.86759353e+05 2.36856018e+03
4.08685295e+02 -8.84228342e+05 2.35615784e+03
4.09759502e+02 -8.81703967e+05 2.34382045e+03
4.10836533e+02 -8.79186210e+05 2.33154765e+03
4.11916394e+02 -8.76675052e+05 2.31933912e+03
4.12999094e+02 -8.74170479e+05 2.30719451e+03
4.14084640e+02 -8.71672470e+05 2.29511350e+03
4.15173039e+02 -8.69181011e+05 2.28309574e+03
4.16264299e+02 -8.66696083e+05 2.27114092e+03
4.17358427e+02 -8.64217669e+05 2.25924869e+03
4.18455432e+02 -8.61745753e+05 2.24741873e+03
4.19555319e+02 -8.59280317e+05 2.23565072e+03
4.20658098e+02 -8.56821344e+05 2.22394432e+03
4.21763775e+02 -8.54368818e+05 2.21229923e+03
4.22872358e+02 -8.51922721e+05 2.20071511e+03
4.23983855e+02 -8.49483036e+05 2.18919165e+03
4.25098274e+02 -8.47049748e+05 2.17772852e+03
4.26215622e+02 -8.44622838e+05 2.16632542e+03
4.27335906e+02 -8.42202291e+05 2.15498203e+03
4.28459136e+02 -8.39788089e+05 2.14369804e+03
4.29585317e+02 -8.37380216e+05 2.13247313e+03
4.30714459e+02 -8.34978656e+05 2.12130700e+03
4.31846569e+02 -8.32583391e+05 2.11019934e+03
4.32981654e+02 -8.30194405e+05 2.09914984e+03
4.34119723e+02 -8.27811683e+05 2.08815820e+03
4.35260783e+02 -8.25435207e+05 2.07722411e+03
4.36404843e+02 -8.23064961e+05 2.06634728e+03
4.37551909e+02 -8.20700929e+05 2.05552740e+03
4.38701991e+02 -8.18343094e+05 2.04476417e+03
4.39855096e+02 -8.15991440e+05 2.03405731e+03
4.41011231e+02 -8.13645951e+05 2.02340650e+03
4.42170405e+02 -8.11306611e+05 2.01281147e+03
4.43332626e+02 -8.08973404e+05 2.00227192e+03
4.44497902e+02 -8.06646314e+05 1.99178755e+03
4.45666241e+02 -8.04325324e+05 1.98135808e+03
4.46837650e+02 -8.02010418e+05 1.97098323e+03
4.48012139e+02 -7.99701582e+05 1.96066269e+03
4.49189715e+02 -7.97398798e+05 1.95039620e+03
4.50370386e+02 -7.95102050e+05 1.94018347e+03
4.51554160e+02 -7.92811324e+05 1.93002421e+03
4.52741046e+02 -7.90526604e+05 1.91991815e+03
4.53931051e+02 -7.88247872e+05 1.90986501e+03
4.55124184e+02 -7.85975115e+05 1.89986451e+03
4.56320454e+02 -7.83708315e+05 1.88991637e+03
4.57519867e+02 -7.81447459e+05 1.88002033e+03
4.58722434e+02 -7.79192529e+05 1.87017610e+03
4.59928161e+02 -7.76943510e+05 1.86038342e+03
4.61137057e+02 -7.74700388e+05 1.85064201e+03
4.62349131e+02 -7.72463146e+05 1.84095162e+03
4.63564391e+02 -7.70231769e+05 1.83131196e+03
4.64782845e+02 -7.68006241e+05 1.82172278e+03
4.66004501e+02 -7.65786548e+05 1.81218381e+03
4.67229369e+02 -7.63572674e+05 1.80269480e+03
4.68457456e+02 -7.61364604e+05 1.79325546e+03
4.69688771e+02 -7.59162323e+05 1.78386556e+03
4.70923323e+02 -7.56965814e+05 1.77452482e+03
4.72161119e+02 -7.54775065e+05 1.76523299e+03
4.73402169e+02 -7.52590058e+05 1.75598981e+03
4.74646481e+02 -7.50410779e+05 1.74679504e+03
4.75894064e+02 -7.48237213e+05 1.73764841e+03
4.77144926e+02 -7.46069346e+05 1.72854968e+03
4.78399075e+02 -7.43907162e+05 1.71949858e+03
4.79656522e+02 -7.41750646e+05 1.71049489e+03
4.80917273e+02 -7.39599783e+05 1.70153833e+03
4.82181338e+02 -7.37454559e+05 1.69262868e+03
4.83448725e+02 -7.35314959e+05 1.68376568e+03
4.84719444e+02 -7.33180968e+05 1.67494909e+03
4.85993503e+02 -7.31052571e+05 1.66617866e+03
4.87270911e+02 -7.28929754e+05 1.65745416e+03
4.88551676e+02 -7.26812502e+05 1.64877534e+03
4.89835808e+02 -7.24700801e+05 1.64014197e+03
4.91123315e+02 -7.22594635e+05 1.63155380e+03
4.92414206e+02 -7.20493991e+05 1.62301060e+03
4.93708490e+02 -7.18398854e+05 1.61451214e+03
4.95006176e+02 -7.16309209e+05 1.60605817e+03
4.96307273e+02 -7.14225042e+05 1.59764848e+03
4.97611790e+02 -7.12146340e+05 1.58928281e+03
4.98919736e+02 -7.10073086e+05 1.58096096e+03
5.00231119e+02 -7.08005268e+05 1.57268268e+03
5.01545950e+02 -7.05942871e+05 1.56444774e+03
5.02864236e+02 -7.03885880e+05 1.55625593e+03
5.04185988e+02 -7.01834282e+05 1.54810701e+03
5.05511213e+02 -6.99788062e+05 1.54000076e+03
5.06839922e+02 -6.97747206e+05 1.53193695e+03
5.08172124e+02 -6.95711701e+05 1.52391537e+03
5.09507827e+02 -6.93681532e+05 1.51593579e+03
5.10847041e+02 -6.91656685e+05 1.50799800e+03
5.12189774e+02 -6.89637146e+05 1.50010177e+03
5.13536038e+02 -6.87622902e+05 1.49224688e+03
5.14885839e+02 -6.85613938e+05 1.48443313e+03
5.16239189e+02 -6.83610241e+05 1.47666029e+03
5.17596096e+02 -6.81611796e+05 1.46892815e+03
5.18956569e+02 -6.79618591e+05 1.46123650e+03
5.20320618e+02 -6.77630610e+05 1.45358512e+03
5.21688253e+02 -6.75647842e+05 1.44597381e+03
5.23059483e+02 -6.73670271e+05 1.43840236e+03
5.24434316e+02 -6.71697885e+05 1.43087054e+03
5.25812763e+02 -6.69730669e+05 1.42337817e+03
5.27194834e+02 -6.67768611e+05 1.41592503e+03
5.28580537e+02 -6.65811696e+05 1.40851092e+03
5.29969882e+02 -6.63859911e+05 1.40113562e+03
5.31362880e+02 -6.61913243e+05 1.39379895e+03
5.32759538e+02 -6.59971678e+05 1.38650069e+03
5.34159868e+02 -6.58035203e+05 1.37924065e+03
5.35563878e+02 -6.56103805e+05 1.37201863e+03
5.36971579e+02 -6.54177470e+05 1.36483442e+03
5.38382980e+02 -6.52256185e+05 1.35768782e+03
5.39798090e+02 -6.50339937e+05 1.35057865e+03
5.41216921e+02 -6.48428712e+05 1.34350671e+03
5.42639480e+02 -6.46522498e+05 1.33647179e+03
5.44065779e+02 -6.44621280e+05 1.32947371e+03
5.45495826e+02 -6.42725047e+05 1.32251228e+03
5.46929632e+02 -6.40833785e+05 1.31558730e+03
5.48367207e+02 -6.38947482e+05 1.30869857e+03
5.49808561e+02 -6.37066123e+05 1.30184592e+03
5.51253703e+02 -6.35189696e+05 1.29502915e+03
5.52702644e+02 -6.33318188e+05 1.28824808e+03
5.54155393e+02 -6.31451587e+05 1.28150251e+03
5.55611960e+02 -6.29589879e+05 1.27479227e+03
5.57072356e+02 -6.27733052e+05 1.26811716e+03
5.58536591e+02 -6.25881092e+05 1.26147700e+03
5.60004674e+02 -6.24033987e+05 1.25487161e+03
5.61476616e+02 -6.22191725e+05 1.24830081e+03
5.62952427e+02 -6.20354292e+05 1.24176442e+03
5.64432117e+02 -6.18521676e+05 1.23526225e+03
5.65915697e+02 -6.16693865e+05 1.22879413e+03
5.67403175e+02 -6.14870845e+05 1.22235987e+03
5.68894564e+02 -6.13052604e+05 1.21595931e+03
5.70389873e+02 -6.11239130e+05 1.20959227e+03
5.71889112e+02 -6.09430410e+05 1.20325856e+03
5.73392291e+02 -6.07626432e+05 1.19695802e+03
5.74899422e+02 -6.05827183e+05 1.19069047e+03
5.76410514e+02 -6.04032650e+05 1.18445573e+03
5.77925578e+02 -6.02242822e+05 1.17825365e+03
5.79444624e+02 -6.00457687e+05 1.17208404e+03
5.80967663e+02 -5.98677231e+05 1.16594673e+03
5.82494705e+02 -5.96901442e+05 1.15984156e+03
5.84025761e+02 -5.95130309e+05 1.15376836e+03
5.85560841e+02 -5.93363819e+05 1.14772696e+03
5.87099956e+02 -5.91601960e+05 1.14171720e+03
5.88643117e+02 -5.89844720e+05 1.13573890e+03
5.90190333e+02 -5.88092087e+05 1.12979191e+03
